arxiv_id,passA_decision,passA_reason,passA_justification,passB_decision,passB_reason,passB_justification,agreement,final_decision,final_reason,adjudicated,adjudication_rationale
2603.12544,exclude,EC2,Deep metric-learning method for time-series retrieval; a model used as an instrument with no agentic research loop.,exclude,EC2,"Time series similarity retrieval method for industrial plants, a domain tool model.",agree,exclude,EC2,0,
2603.12608,borderline,NA,"Interactive deep research system with agentic synthesis loop, but oriented to general information seeking rather than scientific research per se.",exclude,EC1,"Interactive human-agent web information-seeking system, a deep search application.",needs_adjudication,,,0,
2603.12618,include,IC1,Human-AI collaborative autonomous experimentation loop where an AI proxy agent drives Bayesian-optimized materials exploration.,include,IC1,Human-AI autonomous experimentation loop with agents guiding Bayesian optimization of experiments.,agree,include,IC1,0,
2603.12781,exclude,EC1,Generative-AI-mediated instructional design framework; not an autonomous research system.,exclude,EC1,"Generative-AI-mediated instructional design framework for human designers, not AI-conducted research.",agree,exclude,EC1,0,
2603.13327,borderline,NA,"Multi-agent orchestration framed as autonomous research automation, but appears to target general deep-research QA rather than scientific research.",borderline,NA,"Multi-agent 'research automation' platform, but the research is generic multi-source synthesis rather than scientific investigation.",needs_adjudication,,,0,
2603.13840,include,IC1,"Multi-agent research assistant autonomously performing hypothesis generation, data analysis, evidence retrieval, and structured reporting.",include,IC1,"Multi-agent research assistant performing hypothesis generation, analysis, and reporting in a research workflow.",agree,include,IC1,0,
2603.14572,exclude,EC3,"Human-supervised AI-assisted literature review methodology; primary subject is ISTQB certifications, not an autonomous research system.",exclude,EC3,"Humans using ChatGPT deep research to write a literature review about testing certifications, not AI-conducted research.",agree,exclude,EC3,0,
2603.14575,include,IC1,Evolve-based AI scientist agent with causal scratchpad performing iterative open-ended scientific discovery.,include,IC1,Evolve-based AI scientist agent that iteratively hypothesizes and improves solutions on open-ended scientific tasks.,agree,include,IC1,0,
2603.15164,include,IC2,Evaluation framework specifically for measuring quality of LLM-generated research ideas via future impact.,include,IC2,Evaluation framework scoring LLM-generated research ideas against real future publication impact.,agree,include,IC2,0,
2603.15712,borderline,NA,RAG-grounded LLM for catalyst hypothesis generation; unclear whether an agentic research loop exists or it is a generative instrument.,borderline,NA,RAG-grounded LLM generating catalyst candidates; discovery-oriented but closer to a generative tool than an autonomous research loop.,needs_adjudication,,,0,
2603.15726,borderline,NA,Deep research agent with verification spans open-web research and scientific reasoning; unclear whether it targets scientific research lifecycle or general web QA.,exclude,EC1,"General-purpose deep-research/web agent model, not an autonomous science-conducting loop.",needs_adjudication,,,0,
2603.15914,include,IC3,"Framework and practical guide for turning CLI agents into autonomous research assistants, with taxonomy and case studies.",include,IC1,Framework turning CLI coding agents into autonomous research assistants running long unattended experiment sessions.,agree,include,IC3,0,
2603.15916,include,IC1,Large-scale empirical study of LLM agents autonomously designing and executing ML experiments.,include,IC2,Large-scale empirical evaluation of whether LLM agents autonomously conducting ML experiments perform genuine discovery.,agree,include,IC1,0,
2603.15921,exclude,EC1,"Benchmark for coding agents' self-debugging and program repair, not scientific research.",exclude,EC1,"Benchmark for coding agents' test generation and program repair, an ordinary software engineering application.",agree,exclude,EC1,0,
2603.15976,borderline,NA,Agentic benchmark for AI-generated scientific HPC code; unclear whether scientific-library coding counts as a research lifecycle stage or generic coding-agent evaluation.,exclude,EC1,"Agentic benchmark for AI-generated HPC library code, a coding-agent evaluation rather than AI-conducted research.",needs_adjudication,,,0,
2603.16120,include,IC1,"Personalized deep research agent that synthesizes scientific literature and writes multi-section reports, with user evaluation.",include,IC2,Personalized deep research agent over scientific literature plus a critique of how such systems should be evaluated.,agree,include,IC1,0,
2603.16131,borderline,NA,Scientific summarization benchmark plus analysis of LLM-era scientific writing; not clearly a benchmark for autonomous research systems nor purely generic NLP.,exclude,EC3,Scientific summarization benchmark and analysis of LLM-assisted human manuscript writing.,needs_adjudication,,,0,
2603.16289,exclude,EC1,"Benchmark for multimodal web browsing agents doing visual search QA, not research systems.",exclude,EC1,"Benchmark for multimodal web browsing agents, not AI-conducted science.",agree,exclude,EC1,0,
2603.16356,exclude,EC1,LLM assistant as a natural-language interface to a wireless testbed platform; no autonomous research agent as subject.,exclude,EC1,"5G/6G testbed platform with an LLM interface for experiment setup; infrastructure application, not autonomous science.",agree,exclude,EC1,0,
2603.17179,borderline,NA,Two-agent system doing literature synthesis and fairness-metric recommendation for auditing; unclear if this constitutes a substantial autonomous research stage.,include,IC1,"Agentic system that synthesizes literature and designs fairness evaluations, automating analysis stages of biomedical research.",needs_adjudication,,,0,
2603.17216,include,IC1,Synthetic task pipeline for training AI scientist agents that perform machine learning research.,include,IC1,Synthetic task pipeline for training AI-scientist agents that autonomously perform machine learning research.,agree,include,IC1,0,
2603.17417,exclude,EC1,"Benchmark of bias vulnerability in LLM recommender agents (e-commerce, recruitment, review selection), not autonomous research systems.",exclude,EC1,Benchmark of LLM recommendation/selection agents' bias vulnerability across e-commerce and recruitment tasks.,agree,exclude,EC1,0,
2603.17419,exclude,EC1,"Zero-trust security architecture for production AI agents in healthcare operations, not research-performing agents.",exclude,EC1,"Security architecture for production healthcare AI agents, an ops/security application.",agree,exclude,EC1,0,
2603.18115,include,IC1,"LLM-augmented framework iteratively performing hypothesis generation, evidence extraction, and analysis for clinical phenotype discovery.",include,IC1,"LLM-driven iterative loop of hypothesis generation, evidence extraction, and refinement to discover clinical phenotypes.",agree,include,IC1,0,
2603.18161,borderline,NA,"Mostly about human use of LLM writing assistance (EC3), but its analysis of AI-generated peer reviews touches integrity of AI-conducted review (IC3).",exclude,EC3,"Study of how LLM assistance alters human writing, with a secondary look at AI-written peer reviews.",needs_adjudication,,,0,
2603.18273,include,IC1,"Domain-specific multi-agent system automating end-to-end educational data mining research including analysis, writing, and peer review.",include,IC1,End-to-end multi-agent system automating educational data mining research through manuscript writing and review.,agree,include,IC1,0,
2603.18388,exclude,EC1,"Automatic prompt optimization framework, generic LLM improvement not aimed at performing research.",exclude,EC1,"Automatic prompt optimization method, an ordinary LLM engineering application.",agree,exclude,EC1,0,
2603.18633,borderline,NA,"General AI governance philosophy where autonomous research agents are only one applied scenario, not the paper's primary subject.",exclude,EC5,"General AI governance/philosophy framework, not specifically about AI-conducted research.",needs_adjudication,,,0,
2603.18897,exclude,EC1,"Generic agent-serving systems infrastructure for latency, not a research-performing system.",exclude,EC1,"Agent serving/systems latency optimization, not machines doing science.",agree,exclude,EC1,0,
