arxiv_id,final_decision,final_reason,rule_applied,justification,layer1_A,layer1_B,layer1_agreement,reverses_unanimous_include
2603.08117,exclude,EC9_GENERIC_DEEPRESEARCH,BR7,"General web information-seeking agent and QA benchmark (GAIA/BrowseComp-style), not scientific research.",exclude,exclude,agree,0
2603.08127,include,IC1,none,Multi-agent AI scientist autonomously performing end-to-end ideation and experiment execution.,include,include,agree,0
2603.08262,exclude,EC1,none,"Benchmark for financial tool-use agents; agentic execution in finance, not scientific research.",exclude,exclude,agree,0
2603.08420,exclude,EC2,BR4,"Robot perception and human-intention prediction for lab navigation is execution capability, not the autonomous experimental decision loop.",borderline,borderline,needs_adjudication,0
2603.08727,exclude,EC1,none,KV cache memory management for LLM inference efficiency; generic infrastructure.,exclude,exclude,agree,0
2603.09800,exclude,EC6_ASSISTIVE,BR1,RAG documentation-retrieval assistant answering researchers' questions; the humans make the research judgments.,exclude,exclude,agree,0
2603.10808,exclude,EC1,none,"General paradigm for building domain-expert agents via conversational knowledge encoding, exemplified by a financial agent; not autonomous scientific research.",exclude,exclude,agree,0
2603.11375,exclude,EC1,none,Topic-model study of AI agents' social-media discourse about science; no research-producing system or its integrity as subject.,exclude,borderline,needs_adjudication,0
2603.11987,include,IC2,BR4,"Benchmark evaluating safety-critical reasoning of MLLM agents operating as self-driving lab experimenters, a governance/evaluation study for autonomous experimentation systems.",include,include,agree,0
2603.12226,include,IC1,BR2,LLM framework autonomously generating interdisciplinary scientific research ideas from an abstract goal via cross-domain retrieval and synthesis.,include,include,agree,0
2603.12544,exclude,EC2,none,Metric-learning method for time-series similarity retrieval; a model instrument with no autonomous research loop.,exclude,exclude,agree,0
2603.12608,exclude,EC9_GENERIC_DEEPRESEARCH,BR7,"Interactive deep research system for general information seeking, evaluated on generic deep-search benchmarks (Xbench-DeepSearch, Seal-0).",borderline,exclude,needs_adjudication,0
2603.12618,include,IC1,BR4,Closed autonomous experimentation loop where a proxy-model AI agent decides next materials experiments from prior results via Bayesian optimization.,include,include,agree,0
2603.12781,exclude,EC6_ASSISTIVE,BR1,"Generative-AI-mediated instructional design framework preserving human expertise; humans make the design judgments, and it is not research production.",exclude,exclude,agree,0
2603.13327,exclude,EC9_GENERIC_DEEPRESEARCH,BR7,"Multi-agent orchestration for generic multi-source synthesis and personalized answer delivery, not scientific/academic research work.",borderline,borderline,needs_adjudication,0
2603.13840,include,IC1,BR6,"Multi-agent system autonomously performing hypothesis generation, data analysis, and structured reporting on domain science (social-climate) data.",include,include,agree,0
2603.14572,exclude,EC6_ASSISTIVE,BR3,Human-conducted literature review using ChatGPT deep research under continuous human oversight; the humans produce the synthesis and the paper's subject is ISTQB certifications.,exclude,exclude,agree,0
2603.14575,include,IC1,none,Evolve-based AI scientist agent that iteratively hypothesizes and discovers solutions on open-ended scientific tasks.,include,include,agree,0
2603.15164,include,IC2,none,Evaluation methodology specifically for scoring LLM-generated research ideas against real future publication impact.,include,include,agree,0
2603.15712,include,IC1,BR2,RAG-grounded LLM generating scientific hypotheses (catalyst candidates) in a real materials domain; machine hypothesis generation is in scope without a full agent loop.,borderline,borderline,needs_adjudication,0
2603.15726,exclude,EC9_GENERIC_DEEPRESEARCH,BR7,"General-purpose deep-research agent model evaluated on open-web research, QA, and financial analysis benchmarks, not centered on scientific research work.",borderline,exclude,needs_adjudication,0
2603.15914,include,IC1,BR1,"Framework and case studies where CLI agents autonomously design and run research experiments for 20+ hours, producing the experimental work themselves.",include,include,agree,0
2603.15916,exclude,EC8_GENERIC_ANALYSIS,BR6,"Agents autonomously run ML architecture/hyperparameter search for a dashcam collision-detection model — ML engineering, not research framed around scientific hypotheses or claims.",include,include,agree,1
2603.15921,exclude,EC1,none,"Benchmark for coding agents' self-debugging and program repair, generic software engineering not scientific research.",exclude,exclude,agree,0
2603.15976,exclude,EC2,none,Evaluation of AI-generated HPC library code quality; a coding-agent instrument evaluation with no autonomous research decision loop as subject.,borderline,exclude,needs_adjudication,0
2603.16120,include,IC1,BR7,"Deep research agent centered on scientific literature synthesis and report writing, with an evaluation-methodology contribution for such systems.",include,include,agree,0
2603.16131,exclude,EC7_HUMAN_AI_USE,BR5,"Generic scientific summarization benchmark plus measurement of human LLM-assisted writing evolution, not a benchmark for autonomous research systems.",borderline,exclude,needs_adjudication,0
2603.16289,exclude,EC9_GENERIC_DEEPRESEARCH,BR7,"Benchmark for general-purpose multimodal web browsing/search agents, not scientific research work.",exclude,exclude,agree,0
2603.16356,exclude,EC6_ASSISTIVE,BR1,LLM assistant is a natural-language interface helping human experimenters use a wireless testbed; humans make the research decisions.,exclude,exclude,agree,0
2603.17179,include,IC1,BR3,"Agentic system autonomously performs literature synthesis and designs fairness evaluations for biomedical models, producing substantive analysis outputs itself.",borderline,include,needs_adjudication,0
2603.17216,include,IC1,BR6,"Training pipeline for AI-scientist agents that autonomously perform machine learning research tasks, evaluated on the MLGym research benchmark.",include,include,agree,0
2603.17417,exclude,EC1,none,"Bias benchmark for generic LLM recommender/selection agents across e-commerce and recruitment, not autonomous research systems.",exclude,exclude,agree,0
2603.17419,exclude,EC1,none,"Security architecture for production healthcare operations agents, not research-performing AI.",exclude,exclude,agree,0
2603.18115,include,IC1,BR2,"LLM framework iteratively generates hypotheses, extracts evidence, and refines features to autonomously discover clinical phenotypes in a real scientific domain.",include,include,agree,0
2603.18161,exclude,EC7_HUMAN_AI_USE,BR5,"Study of human LLM-assisted writing effects and prevalence of AI-written peer reviews, not an autonomous research system or AI-research-pipeline integrity study.",borderline,exclude,needs_adjudication,0
2603.18273,include,IC1,none,Multi-agent system automating the end-to-end educational data mining research lifecycle from problem formulation to manuscript and review.,include,include,agree,0
2603.18388,exclude,EC1,none,"Automatic prompt optimization framework, generic LLM engineering not aimed at performing research.",exclude,exclude,agree,0
2603.18633,exclude,EC1,none,"General AI governance philosophy where autonomous research agents are only one applied scenario, not the paper's primary subject.",borderline,exclude,needs_adjudication,0
2603.18897,exclude,EC1,none,"Generic agent-serving systems infrastructure for latency reduction, not a research-performing system.",exclude,exclude,agree,0
2603.19044,include,IC1,BR2,"Trains LLMs to autonomously generate scientific research ideas and methodologies, machine ideation in real scientific domains.",include,include,agree,0
2603.19268,exclude,EC2,none,"Domain-adapted combustion LLM and knowledge benchmark used as an instrument, with no autonomous research decision loop as the paper's subject.",exclude,exclude,agree,0
2603.19712,exclude,EC7_HUMAN_AI_USE,BR5,"Primary contribution is an AI-paper/table detector method with a detection benchmark, which BR5 explicitly excludes despite the fraud context.",include,include,agree,1
2603.19782,include,IC3,BR4,Position paper proposing a framework for closed-loop embodied agents that autonomously decide and execute experiments for scientific discovery.,include,include,agree,0
2603.20088,exclude,EC1,none,"Benchmark for AI in second-language education, unrelated to AI performing scientific research.",exclude,exclude,agree,0
2603.20101,include,IC2,none,Evaluation-methodology study of autonomous research agents that design experiments and refine hypotheses in interpretability research.,include,include,agree,0
2603.20256,include,IC1,BR6,"Autonomous science agent framework that explores and executes solutions for scientific coding/experiment tasks, framed and evaluated as science-agent research.",include,include,agree,0
2603.20262,exclude,EC2,BR4,"Reasoning model for molecule optimization used as a predictive instrument, with no closed experimental decision loop as the paper's subject.",exclude,exclude,agree,0
2603.20278,exclude,EC9_GENERIC_DEEPRESEARCH,BR7,"Trajectory synthesis for deep-research agents evaluated on generic browsing/QA benchmarks (BrowseComp, GAIA), not scientific research work.",exclude,exclude,agree,0
2603.20450,exclude,EC7_HUMAN_AI_USE,BR5,"AI-text detector study for policing human reviewers' LLM polishing of peer reviews, not integrity of AI-produced research.",exclude,include,needs_adjudication,0
2603.20637,exclude,EC1,none,"Multi-agent vulnerability detection for software security, not an AI system performing scientific research.",exclude,exclude,agree,0
2603.20670,exclude,EC1,none,"Semantic geospatial data discovery/retrieval infrastructure, not an autonomous research lifecycle agent.",exclude,exclude,agree,0
2603.20986,exclude,EC2,BR4,Simulation-execution orchestration from a human prompt; automates running/fixing prescribed campaigns rather than deciding what experiment to run next.,include,include,agree,1
